LAKE_ID_WSA_50K,GAZETTED_NAME,WATERSHED_CODE_WSA_50K,WATERBODY_IDENTIFIER_WSA_50K,MAP_TITLE,DRAFT_DATE,DATUM,NUMBER_OF_MAP_SHEETS,SHEET_NO,MAP_IMAGE_FILENAME_PDF,PDF_FILE_URL
201822,KITSUMKALUM LAKE,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00511KLUM,KITSUMKALUM L.,1973-01-01,NAD27,2,2 OF 2,00176702.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00176702.pdf
197336,KITWANCOOL LAKE,400-364900-00000-00000-0000-0000-000-000-000-000-000-000,00809KISP,KITWANGA L.,1973-01-01,NAD27,2,1 OF 2,00177201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00177201.pdf
197336,KITWANCOOL LAKE,400-364900-00000-00000-0000-0000-000-000-000-000-000-000,00809KISP,KITWANGA L.,1973-01-01,NAD27,2,2 OF 2,00177202.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00177202.pdf
2383,KLAHATER LAKE,100-122400-02800-00000-0000-0000-000-000-000-000-000-000,00564FRCN,KLAHATER (TEXAS) L.,,NAD27,1,1 OF 1,00091501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00091501.pdf
249811,KLAHOWYA LAKE,690-562000-44400-00000-0000-0000-000-000-000-000-000-000,00621SPAT,KLAHOWYA L.,1976-09-30,NAD27,1,1 OF 1,00091601.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00091601.pdf
313442,KLAKLAKAMA LAKES,920-825900-61000-38000-0000-0000-000-000-000-000-000-000,00600NIMP,KLAKLAKAMA L.,1972-01-01,NAD27,1,1 OF 1,00279901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00279901.pdf
313442,KLAKLAKAMA LAKES,920-825900-61000-38000-0000-0000-000-000-000-000-000-000,00600NIMP,LITTLE KLAKAKAMA L.  BIG KLAKAKAMA L.,1972-01-01,NAD27,1,1 OF 1,00284501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00284501.pdf
313443,KLAKLAKAMA LAKES,920-825900-61000-38000-0000-0000-000-000-000-000-000-000,00682NIMP,LITTLE KLAKAKAMA L.  BIG KLAKAKAMA L.,1972-01-01,NAD27,1,1 OF 1,00284501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00284501.pdf
152509,KLAWLI LAKE,237-528900-00000-00000-0000-0000-000-000-000-000-000-000,00616NATR,KLAWLI L.,1978-08-09,NAD27,1,1 OF 1,00280001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00280001.pdf
196644,KLEANZA LAKE,400-231800-00000-00000-0000-0000-000-000-000-000-000-000,00769KLUM,KLEANZA L.,1975-09-04,NAD27,1,1 OF 1,00091701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00091701.pdf
265398,KLEIN LAKE,900-147300-79800-00000-0000-0000-000-000-000-000-000-000,00354JERV,KLEIN L.  GARDEN BAY L.,1966-11-01,NAD27,1,1 OF 1,00091801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00091801.pdf 
205677,KLINGER LAKE,460-600600-02700-00000-0000-0000-000-000-000-000-000-000,00068MORR,KLINGER LAKE,1986-07-01,NAD27,1,1 OF 1,00091901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00091901.pdf
259198,KLINKIT LAKE,819-418500-00000-00000-0000-0000-000-000-000-000-000-000,00365JENR,KLINKIT LAKE,1986-03-01,NAD27,1,1 OF 1,00176801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00176801.pdf
44550,KLOAKUT LAKE,150-335700-13400-26800-5190-0000-000-000-000-000-000-000,00656TASR,KLOAKUT L.,1973-02-01,NAD27,1,1 OF 1,00280101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00280101.pdf
69316,KLOCH LAKE,182-819600-63300-04800-9480-0000-000-000-000-000-000-000,00094MIDR,KLOCH L.,1976-05-14,NAD27,1,1 OF 1,00176901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00176901.pdf
94682,KLUA LAKES,212-802200-30700-00000-0000-0000-000-000-000-000-000-000,01705UFRT,EAST KLUA LAKE,1983-12-28,NAD27,1,1 OF 1,00057901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00057901.pdf
94683,KLUA LAKES,212-802200-30700-00000-0000-0000-000-000-000-000-000-000,01707UFRT,WEST KLUA LAKE,1983-12-29,NAD27,1,1 OF 1,00272301.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00272301.pdf
93526,KLUACHESI LAKE,212-580800-48300-00000-0000-0000-000-000-000-000-000-000,00112UMUS,KLUACHESI LAKE,1985-05-23,NAD27,1,1 OF 1,00280201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00280201.pdf
233600,KLUACHON LAKE,610-000000-00000-00000-0000-0000-000-000-000-000-000-000,00027UISR,KLUACHON L.,1973-01-01,NAD27,1,1 OF 1,00280301.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00280301.pdf
239278,KLUEA LAKE,610-910500-54200-00000-0000-0000-000-000-000-000-000-000,00132UISR,KLUEA LAKE,1985-11-01,NAD27,1,1 OF 1,00280501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00280501.pdf
52496,KLUSKOIL LAKE,170-000000-00000-00000-0000-0000-000-000-000-000-000-000,00387BLAR,KLUSKOIL LAKE,,NAD27,2,1 OF 2,00130801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00130801.pdf
52496,KLUSKOIL LAKE,170-000000-00000-00000-0000-0000-000-000-000-000-000-000,00387BLAR,KLUSKOIL LAKE,,NAD27,2,2 OF 2,00130802.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00130802.pdf
56016,KLUSKUS LAKES,170-598600-00000-00000-0000-0000-000-000-000-000-000-000,00382EUCL,MIDDLE KLUSKUS,1982-02-16,NAD27,1,1 OF 1,00267001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00267001.pdf
56020,KLUSKUS LAKES,170-598600-00000-00000-0000-0000-000-000-000-000-000-000,00430EUCL,UPPER KLUSKUS LAKE,1984-02-15,NAD27,1,1 OF 1,00219801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00219801.pdf
61461,KNAPP LAKE,180-545300-24800-00000-0000-0000-000-000-000-000-000-000,00134CHES,KNAPP L.,1977-06-09,NAD27,1,1 OF 1,00280601.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00280601.pdf
38286,KNIGHT LAKE,129-360400-23900-98400-9950-9930-419-427-000-000-000-000,01098BRID,KNIGHT L.  EUGENE L.,,NAD27,1,1 OF 1,00280701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00280701.pdf
270367,KNOT LAKES,900-592700-37000-54000-0000-0000-000-000-000-000-000-000,00446KLIN,KNOT LAKES,1976-02-20,NAD27,2,1 OF 2,00258401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00258401.pdf
270367,KNOT LAKES,900-592700-37000-54000-0000-0000-000-000-000-000-000-000,00446KLIN,KNOT LAKES,1976-02-20,NAD27,2,2 OF 2,00258402.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00258402.pdf
270366,KNOT LAKES,900-592700-37000-54000-0000-0000-000-000-000-000-000-000,00782KLIN,KNOT LAKES,1976-02-20,NAD27,2,1 OF 2,00258401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00258401.pdf
270366,KNOT LAKES,900-592700-37000-54000-0000-0000-000-000-000-000-000-000,00782KLIN,KNOT LAKES,1976-02-20,NAD27,2,2 OF 2,00258402.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00258402.pdf
8387,KNOX LAKE,100-380400-00000-00000-0000-0000-000-000-000-000-000-000,00056MFRA,KNOX L.,1976-01-22,NAD27,1,1 OF 1,00280801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00280801.pdf
45960,KONNI LAKE,150-335700-73600-00000-0000-0000-000-000-000-000-000-000,00881CHIR,KONNI LAKE,1971-04-01,NAD27,1,1 OF 1,00177001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00177001.pdf
38409,KOSTAL LAKE,129-360400-28100-44200-2210-0000-000-000-000-000-000-000,00843MURT,KOSTAL LAKE,1986-02-04,NAD27,1,1 OF 1,00281001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00281001.pdf
119890,KOTCHO LAKE,220-671000-00000-00000-0000-0000-000-000-000-000-000-000,00174KCHL,KOTCHO LAKE,1984-03-13,NAD27,1,1 OF 1,00281101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00281101.pdf
173879,KUMP LAKE,310-367800-60900-73000-2110-0000-000-000-000-000-000-000,00543SIML,KUMP LAKE,1978-03-30,NAD27,1,1 OF 1,00092101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00092101.pdf
321038,KUNLIN LAKE,930-511600-06900-00000-0000-0000-000-000-000-000-000-000,00483GOLD,KUNLIN LAKE,1990-03-07,NAD27,1,1 OF 1,00281201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00281201.pdf
61933,KUYAKUZ LAKE,180-609800-00000-00000-0000-0000-000-000-000-000-000-000,01689LNRS,KUYAKUZ L.,1978-08-15,NAD27,1,1 OF 1,00281301.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00281301.pdf
308076,KWAI LAKE,920-553200-94200-50600-7090-0000-000-000-000-000-000-000,00731COMX,KWAI LAKE,1988-02-25,NAD27,1,1 OF 1,00281401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00281401.pdf
306556,KWASSIN LAKE,920-257700-58200-00000-0000-0000-000-000-000-000-000-000,00486COWN,1. GRANT LAKE  2. KWASSIN LAKE,1980-02-23,NAD27,1,1 OF 1,00034901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00034901.pdf
213741,KWINAMUCK LAKE,500-232100-00000-00000-0000-0000-000-000-000-000-000-000,00773LNAR,KWINAMUCK LAKE,1990-03-07,NAD27,1,1 OF 1,00308601.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00308601.pdf
49417,KWUN LAKE,160-635400-14100-05100-0000-0000-000-000-000-000-000-000,00239HORS,KWUN LAKE,1979-09-25,NAD27,1,1 OF 1,00092201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00092201.pdf
19084,LA SALLE LAKES,100-770300-49900-00000-0000-0000-000-000-000-000-000-000,00976MORK,LA SALLE LAKES (EAST),1989-02-14,NAD27,1,1 OF 1,00092401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00092401.pdf
19086,LA SALLE LAKES,100-770300-49900-60300-0000-0000-000-000-000-000-000-000,00972MORK,LA SALLE LAKES (WEST),1989-02-14,NAD27,1,1 OF 1,00032401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00032401.pdf
35341,LAC DES ROCHES,129-281900-10400-71300-0000-0000-000-000-000-000-000-000,00427LNTH,LAC DES ROCHES,1978-02-20,NAD27,1,1 OF 1,00281501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00281501.pdf
35341,LAC DES ROCHES,129-281900-10400-71300-0000-0000-000-000-000-000-000-000,00427LNTH,LAC DES ROCHES,,NAD27,1,1 OF 1,00281601.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00281601.pdf
35341,LAC DES ROCHES,129-281900-10400-71300-0000-0000-000-000-000-000-000-000,00427LNTH,LAC DES ROCHES,,NAD27,1,1 OF 1,00285301.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00285301.pdf
29520,LAC DU BOIS,120-907500-12900-00000-0000-0000-000-000-000-000-000-000,00262THOM,LAC DU BOIS,1970-02-01,NAD27,1,1 OF 1,00092601.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00092601.pdf
29520,LAC DU BOIS,120-907500-12900-00000-0000-0000-000-000-000-000-000-000,00262THOM,LAC DU BOIS,1972-01-01,NAD27,1,1 OF 1,00092501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00092501.pdf
29520,LAC DU BOIS,120-907500-12900-00000-0000-0000-000-000-000-000-000-000,00262THOM,LAC DU BOIS,1990-12-04,NAD27,1,1 OF 1,00298001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00298001.pdf
8536,LAC LA HACHE,100-385000-98600-00000-0000-0000-000-000-000-000-000-000,01415SAJR,LAC LA HACHE,1983-11-17,NAD27,2,1 OF 2,00294601.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00294601.pdf
8536,LAC LA HACHE,100-385000-98600-00000-0000-0000-000-000-000-000-000-000,01415SAJR,LAC LA HACHE,1983-11-17,NAD27,2,2 OF 2,00294602.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00294602.pdf
8536,LAC LA HACHE,100-385000-98600-00000-0000-0000-000-000-000-000-000-000,01415SAJR,LAC LA HACHE (DETAIL SHEET NO. 1),1981-06-29,NAD27,1,1 OF 1,00008501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00008501.pdf
24610,LAC LE JEUNE,120-246600-29600-57200-0000-0000-000-000-000-000-000-000,00269GUIC,LAC LE JEUNE,,NAD27,1,1 OF 1,00311701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00311701.pdf
43910,LAC LELIEVRE,150-235200-00000-00000-0000-0000-000-000-000-000-000-000,02610LCHR,LAC LE LIEVRE LAKE,1977-06-20,NAD27,1,1 OF 1,00282001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00282001.pdf
293562,LACHMACH LAKE,910-846300-44700-00000-0000-0000-000-000-000-000-000-000,01180WORC,LACHMACH LAKE,1986-01-27,NAD27,1,1 OF 1,00282101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00282101.pdf
317784,LACY LAKE,930-137400-17300-23000-5050-0000-000-000-000-000-000-000,01088ALBN,LACY LAKE,1972-01-01,NAD27,1,1 OF 1,00092701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00092701.pdf
307770,LADY LAKE,920-553200-94200-11900-0000-0000-000-000-000-000-000-000,00662COMX,LADY LAKE,1987-02-11,NAD27,1,1 OF 1,00282201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00282201.pdf
172906,LADYSLIPPER LAKE,310-367800-37600-26000-8250-0000-000-000-000-000-000-000,01655SIML,LADYSLIPPER L.,1968-04-01,NAD27,1,1 OF 1,00092801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00092801.pdf
130,LAFARGE LAKE,100-024500-11000-31000-6370-0000-000-000-000-000-000-000,00649LFRA,PINETREE GRAVEL PIT LAKE,1980-08-28,NAD27,1,1 OF 1,00268301.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00268301.pdf
62468,LAIDMAN LAKE,180-637900-56400-00000-0000-0000-000-000-000-000-000-000,01815UEUT,LAIDMAN LAKE,1986-02-20,NAD27,1,1 OF 1,00018501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00018501.pdf
5184,LAJOIE LAKE,100-241900-55400-05500-0000-0000-000-000-000-000-000-000,00356SETN,LAJOIE LAKE,1979-11-19,NAD27,1,1 OF 1,00093101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00093101.pdf
308079,LAKE BEAUTIFUL,920-553200-94200-50600-7090-2420-000-000-000-000-000-000,00789COMX,LAKE BEAUTIFUL,1988-03-08,NAD27,1,1 OF 1,00308701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00308701.pdf
171740,LAKE ENID,300-973600-53300-00000-0000-0000-000-000-000-000-000-000,00585COLR,1. - LILLIAN  2 - LAKE ENID,1961-02-01,NAD27,1,1 OF 1,00258701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00258701.pdf
22046,LAKE ERROCK,110-036900-00000-00000-0000-0000-000-000-000-000-000-000,00371HARR,SQUAKUM L.,,NAD27,1,1 OF 1,00269801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00269801.pdf
47828,LAKE GEORGE,160-274600-00000-00000-0000-0000-000-000-000-000-000-000,02124QUES,LAKE GEORGE,1971-04-01,NAD27,1,1 OF 1,00282301.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00282301.pdf
308254,LAKE HELEN MACKENZIE,920-600400-53800-00000-0000-0000-000-000-000-000-000-000,00624COMX,LAKE HELEN MACKENZIE,1988-02-25,NAD27,1,1 OF 1,00282401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00282401.pdf
143396,LAKE JOAN,234-323900-74000-00000-0000-0000-000-000-000-000-000-000,00599MURR,JADE L. & NO.1 & 3,1976-06-07,NAD27,1,1 OF 1,00083901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00083901.pdf
264619,LAKE LUCILLE,900-097600-12900-29100-0000-0000-000-000-000-000-000-000,00405SQAM,LUCILLE LAKE,,NAD27,1,1 OF 1,00120501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00120501.pdf
193369,LAKE MAGOG,349-858800-32100-85200-5990-6250-920-000-000-000-000-000,00147KOTR,LAKE MAGOG,1985-12-12,NAD27,1,1 OF 1,00308801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00308801.pdf
315606,LAKE MAXWELL,925-258500-20000-00000-0000-0000-000-000-000-000-000-000,00026VICT,L. MAXWELL,1973-01-01,NAD27,1,1 OF 1,00092301.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00092301.pdf
315606,LAKE MAXWELL,925-258500-20000-00000-0000-0000-000-000-000-000-000-000,00026VICT,MAXWELL LAKE,1982-01-04,NAD27,1,1 OF 1,00122901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00122901.pdf
8975,LAKE OF THE TREES,100-385000-98600-98900-0000-0000-000-000-000-000-000-000,01567SAJR,LAKE OF THE TREES,1976-03-29,NAD27,1,1 OF 1,00308901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00308901.pdf
315622,LAKE STOWELL,925-258500-90300-00000-0000-0000-000-000-000-000-000-000,00043VICT,STOWELL LAKE,1973-01-01,NAD27,1,1 OF 1,00289901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00289901.pdf
315620,LAKE WESTON,925-258500-90000-00000-0000-0000-000-000-000-000-000-000,00038VICT,WESTON LAKE,1973-01-01,NAD27,1,1 OF 1,00297601.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00297601.pdf
201528,LAKELSE LAKE,420-000000-00000-00000-0000-0000-000-000-000-000-000-000,00045LKEL,LAKELSE LAKE,1968-10-01,NAD27,1,1 OF 1,00093401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00093401.pdf
201528,LAKELSE LAKE,420-000000-00000-00000-0000-0000-000-000-000-000-000-000,00045LKEL,LAKELSE LAKE,1986-07-01,NAD27,1,1 OF 1,00282501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00282501.pdf
13695,LAMB LAKE,100-593800-29200-07900-0000-0000-000-000-000-000-000-000,00389LSAL,LAMB L.,1977-06-10,NAD27,1,1 OF 1,00093501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00093501.pdf
205960,LAMPREY LAKE,460-600600-36400-00000-0000-0000-000-000-000-000-000-000,01580MORR,LAMPREY L.,1976-01-23,NAD27,1,1 OF 1,00282601.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00282601.pdf
48357,LANEZI LAKE,160-466100-00000-00000-0000-0000-000-000-000-000-000-000,00152CARR,LANEZI LAKE,1971-04-01,NAD27,2,1 OF 2,00177501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00177501.pdf
48357,LANEZI LAKE,160-466100-00000-00000-0000-0000-000-000-000-000-000-000,00152CARR,LANEZI LAKE,1971-04-01,NAD27,2,2 OF 2,00177502.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00177502.pdf
37172,LANG LAKE,129-360400-23900-98400-7260-0000-000-000-000-000-000-000,01008MAHD,LANG LAKE,1972-01-01,NAD27,1,1 OF 1,00284601.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00284601.pdf
306286,LANGFORD LAKE,920-211900-13900-00000-0000-0000-000-000-000-000-000-000,00330VICT,LANGFORD LAKE,1968-01-01,NAD27,1,1 OF 1,00093801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00093801.pdf
306286,LANGFORD LAKE,920-211900-13900-00000-0000-0000-000-000-000-000-000-000,00330VICT,LANGFORD LAKE,1971-04-01,NAD27,1,1 OF 1,00093701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00093701.pdf
306286,LANGFORD LAKE,920-211900-13900-00000-0000-0000-000-000-000-000-000-000,00330VICT,LANGFORD LAKE,1982-09-22,NAD27,1,1 OF 1,00177101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00177101.pdf
190945,LARCHWOOD LAKE,349-532400-00000-00000-0000-0000-000-000-000-000-000-000,00255SMAR,LARCHWOOD L.,,NAD27,1,1 OF 1,00041801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00041801.pdf
319222,LARRY LAKE,930-306400-37000-04400-0000-0000-000-000-000-000-000-000,01249CLAY,LARRY LAKE,1972-01-01,NAD27,1,1 OF 1,00093901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00093901.pdf
163830,LARSON LAKE,300-697000-70900-00000-0000-0000-000-000-000-000-000-000,00790UARL,LARSON LAKE,1971-04-01,NAD27,1,1 OF 1,00094501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00094501.pdf
226255,LASLUI LAKE,600-000000-00000-00000-0000-0000-000-000-000-000-000-000,01153USTK,LASLUI L.,1976-09-28,NAD27,1,1 OF 1,00312101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00312101.pdf
178424,LASSIE LAKE,320-709100-28700-00000-0000-0000-000-000-000-000-000-000,00739KETL,LASSIE LAKE,1971-04-01,NAD27,1,1 OF 1,00094601.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00094601.pdf 
44991,LASTMAN LAKE,150-335700-13400-64100-0000-0000-000-000-000-000-000-000,01286TASR,LASTMAN LAKE,1983-09-15,NAD27,1,1 OF 1,00283001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00283001.pdf
263262,LATIMER POND,900-000500-46000-00000-0000-0000-000-000-000-000-000-000,01093LFRA,LATIMER POND,1981-04-24,NAD27,1,1 OF 1,00041401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00041401.pdf
35293,LATREMOUILLE LAKE,129-281900-10400-31500-0000-0000-000-000-000-000-000-000,00410LNTH,LATREMOUILLE L.,1968-04-01,NAD27,1,1 OF 1,00041501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00041501.pdf
35294,LAUREL LAKE,129-281900-10400-31500-0000-0000-000-000-000-000-000-000,00382LNTH,LAUREL LAKE,1968-04-01,NAD27,1,1 OF 1,00041601.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00041601.pdf
61202,LAURIE LAKE,180-504200-41200-39900-0000-0000-000-000-000-000-000-000,00008CHES,LAURIE LAKE,1978-08-15,NAD27,1,1 OF 1,00041701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00041701.pdf
213528,LAVA LAKE,500-185700-00000-00000-0000-0000-000-000-000-000-000-000,01025LNAR,LAVA L.,1973-01-01,NAD27,1,1 OF 1,00177401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00177401.pdf
58185,LAVOIE LAKE,180-069000-99800-00000-0000-0000-000-000-000-000-000-000,00981CHIL,LAVOIE L.,1973-02-01,NAD27,1,1 OF 1,00283101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00283101.pdf
309459,LAWIER LAKE,920-643100-63900-00000-0000-0000-000-000-000-000-000-000,00733SALM,LAWIER LAKE,1981-02-02,NAD27,1,1 OF 1,00098201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00098201.pdf
11617,LAZAROFF LAKE,100-487000-66500-13100-0000-0000-000-000-000-000-000-000,00861COTR,LAZAROFF LAKE,1969-11-01,NAD27,1,1 OF 1,00098301.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00098301.pdf
190513,LAZY LAKE,349-491000-55700-00000-0000-0000-000-000-000-000-000-000,00647SMAR,LAZY L.,,NAD27,1,1 OF 1,00283201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00283201.pdf
324238,LE MARE LAKE,930-818200-00000-00000-0000-0000-000-000-000-000-000-000,00196BRKS,LE MARE LAKE,1991-01-30,NAD27,1,1 OF 1,00283301.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00283301.pdf
171359,LEADQUEEN LAKE,300-968400-25600-52100-0000-0000-000-000-000-000-000-000,00238COLR,1. WHARY L.  2. LEADQUEEN L.,,NAD27,1,1 OF 1,00045401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00045401.pdf
267460,LEASK LAKE,900-384500-00000-00000-0000-0000-000-000-000-000-000-000,00232TOBA,LEASK LAKE,1995-09-20,NAD27,1,1 OF 1,00348601.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00348601.pdf
211775,LEECH LAKE,480-993600-63500-00000-0000-0000-000-000-000-000-000-000,02431BABL,LEECH L.,1975-09-09,NAD27,1,1 OF 1,00283401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00283401.pdf
